id;locale;key;value
86665;de;decidim.accountability.actions.confirm_destroy;Bist du sicher, dass du diese %{name}löschen möchtest?
86666;de;decidim.accountability.admin.import_results.new.info;<p>Wir empfehlen, dass du folgende Schritte befolgst:</p><ol><li>Erstelle den Status der Ergebnisse, die du hinzufügen möchtest (<a href='%{link_new_status}' target='_blank'>link</a>)</li><li>Erstelle mindestens ein Ergebnis über diesen Administrator-Panel (<a href='%{link_new_result}' target='_blank'>link</a>) bevor du importierst, damit du mit dem Format und den benötigten Eingaben vertraut wirst.</li><li>Lade den Export im CSV-Format herunter (%{link_export_csv})</li><li>Nimm deine Änderungen lokal vor. Du kannst nur die folgenden Spalten der CSV ändern:</li></ol><ul><li><b>Kategorie/ID:</b> ID der Kategorie</li><li><b>Thema/ID:</b> ID des Themas</li><li><b>Übergeordnet/ID:</b> Übergeordnete ID (für verwandte Ergebnisse). Optional</li><li><b>Titel/I18N:</b> Titel in Sprache X </li><li><b>Beschreibung/I18N:</b> Beschreibung in Sprache X </li><li><b>start_datum:</b> Datum, an dem die Ausführung des Ergebnisses beginnt (Format JJJJ-MM-TT)</li><li><b>end_datum:</b> Datum, an dem die Ausführung des Ergebnisses endet (Format JJJJ-MM-TT)</li><li><b>Status/ID:</b> ID des Status dieses Ergebnisses</li><li><b>Fortschritt:</b> Prozentualer (von 0 bis 100) Fortschritt der Durchführung</li><li><b>Vorschläge_IDs:</b> Interne ID der verwandten Vorschläge (getrennt durch Komma). Dies wird automatisch umgewandelt in <span class='attribute-name'>proposal_url</span></li></ul>
86667;de;decidim.accountability.admin.imports.create.success;Die Datei wird importiert. Innerhalb von ein paar Minuten erhältst du eine E-Mail mit dem Importergebnis
;de;decidim.accountability.admin.projects_import.new.success;%{count} Projekte werden in der Warteschlange importiert. Du wirst per E-Mail benachrichtigt, sobald sie abgeschlossen sind.
86668;de;decidim.accountability.import_mailer.import.errors_present;Beim Importieren der Ergebnisse ist ein Fehler aufgetreten
86669;de;decidim.accountability.import_mailer.import.success;Ergebnisse wurden erfolgreich importiert. Du kannst die Ergebnisse über die Administrationsoberfläche aufrufen.
;de;decidim.accountability.import_projects_mailer.import.success;Projekte wurden erfolgreich in die Ergebnisse der %{component_name}-Komponente importiert. Du kannst die Ergebnisse in der Administrationsoberfläche überprüfen.
87047;de;decidim.components.accountability.settings.global.scope_id;Thema
87048;de;decidim.components.accountability.settings.global.scopes_enabled;Ich möchte ein Thema wählen
87225;de;decidim.events.accountability.result_progress_updated.email_intro;"Das Ergebnis ""%{resource_title}"", das den Vorschlag ""%{proposal_title}"" enthält, ist jetzt zu %{progress}% abgeschlossen. Du kannst es auf dieser Seite sehen:"
87226;de;decidim.events.accountability.result_progress_updated.email_outro;"Du hast diese Benachrichtigung erhalten, weil du ""%{proposal_title}"" folgst und dieser Vorschlag in das Ergebnis ""%{resource_title}"" aufgenommen wird. Wenn du keine Benachrichtigungen mehr erhalten möchtest, kannst du das in deinen Profileinstellungen angeben."
87227;de;decidim.events.accountability.result_progress_updated.notification_title;"Das Ergebnis <a href=""%{resource_path}"">%{resource_title}</a>, das dem Vorschlag <a href=""%{proposal_path}"">%{proposal_title}</a>entstammt, ist jetzt zu %{progress}% abgeschlossen."
